SCHOOL_KEY,FACILITY_KEY,SCHOOL_CODE,SCHOOL_DISTRICT_CODE,STATE_DISTRICT_CODE,SCHOOL_DISTRICT,SCHOOL_NAME,SCHOOL_LONG_NAME,ACTIVE_DIRECTORY_SCHOOL_NAME,GOVERNANCE,NETWORK,SCHOOL_STATUS,OPEN_FOR_ENROLLMENT_DATE,CLOSED_FOR_ENROLLMENT_DATE,SCHOOL_SUBTYPE,SCHOOL_GRADES_GROUP,SCHOOL_CURRENT_GRADES,SCHOOL_PLANNED_GRADES,NETWORK_CHIEF,SCHOOL_PRINCIPAL,SCHOOL_STATE_ID,FINANCE_ACCOUNT_ID,FINANCE_ACCOUNT_NAME,SCHOOL_STATE_NAME,SCHOOL_URL,SCHOOL_COMMENTS,POPULATION_FOCUS,EAST_WEST_COORDINATES,EAST_WEST_DIRECTION,NORTH_SOUTH_COORDINATES,NORTH_SOUTH_DIRECTION,LONGITUDE,LATITUDE,SECONDARY_ADDRESS,SECONDARY_ADDRESS_IDENTIFIER,STREET_NUMBER,ADDRESS_DIRECTION_PRE,STREET_NAME,STREET_TYPE,ADDRESS_DIRECTION_POST,CITY,STATE,POSTAL_CODE,ROLLUP_INDICATOR,THERAPEUTIC_INDICATOR,GRADE_CATEGORY_SECONDARY,SCHOOL_FEDERAL_ID,PRINCIPAL_STAFF_ID,PRINCIPAL_NAME,PRINCIPAL_EMAIL,PRIMARY_PHONE_NUMBER,PRIMARY_FAX_NUMBER,SECONDARY_PHONE_NUMBER,SECONDARY_FAX_NUMBER,OFFICIAL_ADDRESS,DELIVERY_ADDRESS,CITY_WARD_NUMBER,CITY_WARD_NAME,MAIL_RUN,SCHOOL_HOURS,SCHOOL_POPULATION_FOCUS,LEGACY_UNIT_NUMBER,GEO_NETWORK,CATEGORY_BID,SAFE_PASSAGE_INDICATOR,SELECTIVE_ENROLLMENT_TYPE,SCHOOL_OPERATION_TYPE,ES_NETWORK,COMMUNITY,ANNUAL_REGIONAL_ANALYSIS_REGION,ERSB_DISTRICT,ATTENDANCE_BOUNDARY,ERSB_REPRESENTATIVE_IDENTIFIER,ERSB_REPRESENTATIVE_NAME,ERSB_REPRESENTATIVE_PHONE_NUMBER,ERSB_REPRESENTATIVE_FAX,OFFICIAL_ADDRESS_EAST_WEST_COORDINATES,OFFICIAL_ADDRESS_EAST_WEST_DIRECTION,OFFICIAL_ADDRESS_NORTH_SOUTH_COORDINATES,OFFICIAL_ADDRESS_NORTH_SOUTH_DIRECTION,OFFICIAL_ADDRESS_LATITUDE,OFFICIAL_ADDRESS_LONGITUDE,DELIVERY_ADDRESS_EAST_WEST_COORDINATES,DELIVERY_ADDRESS_EAST_WEST_DIRECTION,DELIVERY_ADDRESS_NORTH_SOUTH_COORDINATES,DELIVERY_ADDRESS_NORTH_SOUTH_DIRECTION,DELIVERY_ADDRESS_LATITUDE,DELIVERY_ADDRESS_LONGITUDE,COMMUNITY_BASED_ORGANIZATION_INDICATOR,TERMINATING_GRADE_LEVEL,SYS_DELETE_STATUS,CREATED_TS,LAST_UPDATED_TS
586,212,400044,299,15-016-2990-25,Chicago Public Schools District 299,KIPP - ASCEND,KIPP Ascend Charter School,KIPP_-_ASCEND,Charter,Charter,Open,2004-09-01,,Small,Elementary,"K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",,Steven Greer,15016299025282C,66261,KIPP Ascend Charter School,KIPP Chicago Charters - Ascend Academy,https://www.kippchicago.org,,,3832,W,1616,S,-87.7212,41.85837,,,1616,S,Avers,AVE,,Chicago,IL,60623,N,N,,170993006509,C100009977,Steven Greer,sgreer@kippchicago.org,773-521-4399,773-521-4766,,,1616 S Avers AVE  Chicago IL 60623 3832 W 1616 S 41.85837 -87.7212,1616 S AVERS AVE  Chicago IL 60623 3832 W 1616 S 41.8584 -87.7213,24,24th Ward,37,7:45 AM-3:30 PM,,7810,Network 7,150162990ABAB02,,,Day,Network 7,NORTH LAWNDALE,West Side,District 5b,Citywide,Michilla Blaise,Michilla Blaise,,,3832,W,1616,S,41.85837,-87.7212,3832,W,1616,S,41.8584,-87.7213,S.CommunitityBasedOrganizationIndicator,08,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
592,575,400050,299,15-016-2990-25,Chicago Public Schools District 299,NAMASTE,Namaste Charter School,NAMASTE,Charter,Charter,Open,2004-09-01,,General Curriculum,Elementary,"K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",,Rocio Tovar,15016299025218C,66271,Namaste Charter School,Namaste Elem Charter School,http://www.namastecharterschool.org,,,1700,W,3737,S,-87.6678,41.82566,,,3737,S,Paulina,ST,,Chicago,IL,60609,N,N,,170993005102,C100006221,Rocio Tovar,rtovar@namastecharterschool.org,773-715-9558,773-376-6495,,,3737 S Paulina ST  Chicago IL 60609 1700 W 3737 S 41.82566 -87.6678,3737 S PAULINA ST  Chicago IL 60609 1700 W 3737 S 41.8257 -87.6678,12,12th Ward,39,"Mon.-Thurs. 8:00 AM-3:15 PM, Fri. 8:00 AM-1:30 PM",,7920,Network 8,150162990ATAT00,,,Day,Network 8,MCKINLEY PARK,Greater Stockyards,District 8b,Citywide,Cydney Sylvan Wallace,Cydney Sylvan Wallace,,,1700,W,3737,S,41.82566,-87.6678,1700,W,3737,S,41.8257,-87.6678,S.CommunitityBasedOrganizationIndicator,08,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
594,827,400052,299,15-016-2990-25,Chicago Public Schools District 299,NOBLE - COMER,Noble - Gary Comer College Prep,NOBLE_-_COMER,Charter,Charter,Open,2008-07-01,,General Curriculum,High,"6,7,8,9,10,11,12","6,7,8,9,10,11,12",,Nora Lawrence,15016299025032C,66146,Noble Street Charter - Gary Comer College Prep,Noble St Chtr-Comer College Prep,https://nobleschools.org/comer,,,800,E,7131,S,-87.6046,41.76523,,,7131,S,South Chicago,AVE,,Chicago,IL,60619,N,N,,170993006523,C100010894,Nora Lawrence,nlawrence@garycomercollegeprep.org,773-729-3969,773-729-3960,,,7131 S South Chicago AVE  Chicago IL 60619 800 E 7131 S 41.76523 -87.6046,7131 S SOUTH CHICAGO AVE  Chicago IL 60619 800 E 7131 S 41.7653 -87.6046,5,5th Ward,46,Mon-Thurs 7:45 AM - 3:25 PM | Fri 7:45 AM - 12:45,,1935,Network 17,150162990AFAF05,,Non,Day,Network 12,GREATER GRAND CROSSING,Greater Stony Island,District 10a,Attendance-Area,Che Smith,Che Smith,,,800,E,7131,S,41.76523,-87.6046,800,E,7131,S,41.7653,-87.6046,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
598,816,400056,299,15-016-2990-25,Chicago Public Schools District 299,NOBLE - ROWE CLARK HS,Noble - Rowe-Clark Math and Science Academy,NOBLE_-_ROWE_CLARK_HS,Charter,Charter,Open,2004-09-01,,Small,High,"9,10,11,12","9,10,11,12",,Miracle Moss,15016299025030C,66144,,Noble St Chtr-Rowe-Clark MS Acad,https://nobleschools.org/rowe-clark,,,3645,W,800,N,-87.7181,41.89542,,,3645,W,Chicago,AVE,,Chicago,IL,60651,N,N,,170993006447,C200002460,Miracle Moss,mmoss@roweandclark.org,773-242-2212-5008,773-826-6936,,,3645 W Chicago AVE  Chicago IL 60651 3645 W 800 N 41.89542 -87.7181,3645 W CHICAGO AVE  Chicago IL 60651 3645 W 800 N 41.8954 -87.718,27,27th Ward,36,"M - R 8:00 a.m. - 3:00 p.m., F 8:00 a.m. - 1:40pm.",,1933,Network 15,150162990AFAF03,,Non,Day,Network 5,HUMBOLDT PARK,West Side,District 5a,Citywide,Jitu Brown,Jitu Brown,,,3645,W,800,N,41.89542,-87.7181,3645,W,800,N,41.8954,-87.718,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
599,229,400057,299,15-016-2990-25,Chicago Public Schools District 299,NOBLE - UIC HS,Noble - UIC College Prep,NOBLE_-_UIC_HS,Charter,Charter,Open,2008-07-01,,General Curriculum,High,"9,10,11,12","9,10,11,12",,Macy Bennett,15016299025033C,66147,Noble Street Charter - UIC College Prep,Noble St Chtr-UIC College Prep,https://nobleschools.org/uic,,,2000,W,1231,S,-87.6762,41.86575,,,1231,S,Damen,AVE,,Chicago,IL,60608,N,N,,170993006515,C200045793,Macy Bennett,mbennett@uiccollegeprep.org,312-768-4858,773-496-7149,,,1231 S Damen AVE  Chicago IL 60608 2000 W 1231 S 41.86575 -87.6762,1231 S DAMEN AVE  Chicago IL 60608 2000 W 1231 S 41.8658 -87.6761,28,28th Ward,38,8:00 AM-3:15 PM,,1936,Network 15,150162990AFAF06,,Non,Day,Network 6,NEAR WEST SIDE,Near West Side,District 7a,Attendance-Area,Emma Lozano,Emma Lozano,,,2000,W,1231,S,41.86575,-87.6762,2000,W,1231,S,41.8658,-87.6761,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
600,207,400058,299,15-016-2990-25,Chicago Public Schools District 299,NLCP - CHRISTIANA HS,North Lawndale College Prep - Christiana,NLCP_-_CHRISTIANA_HS,Charter,Charter,Open,2004-09-01,,Small,High,"9,10,11,12","9,10,11,12",,Kyera Bradley,15016299025084C,66091,,North Lawndale Prep Chtr - Christiana,https://www.nlcphs.org,,,3300,W,1616,S,-87.7091,41.85855,,,1615,S,Christiana,AVE,,Chicago,IL,60623,N,N,,170993006489,C200006814,Kyera Bradley,kbradley@nlcphs.org,773-542-1490,773-542-1492,,,1615 S Christiana AVE  Chicago IL 60623 3300 W 1616 S 41.85855 -87.7091,1615 S Christiana AVE  Chicago IL 60623 3300 W 1616 S 41.85855 -87.7091,24,24th Ward,37,8:25 a.m. - 3:45 p.m.,,1105,Network 15,150162990AHAH02,,Non,Day,Network 5,NORTH LAWNDALE,West Side,District 5b,Citywide,Michilla Blaise,Michilla Blaise,,,3300,W,1616,S,41.85855,-87.7091,3300,W,1616,S,41.85855,-87.7091,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
602,577,400060,299,15-016-2990-25,Chicago Public Schools District 299,PASSAGES,Passages Charter School,PASSAGES,Charter,Charter,Open,2004-09-01,,Small,Elementary,"K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",,Mr. Michael Stewart,15016299025214C,66191,,Passages Charter School,https://mytrellus.org/passages-charter-school,,,1643,W,5600,N,-87.6712,41.98343,,,1643,W,Bryn Mawr,AVE,,Chicago,IL,60660,N,N,,170993005682,C200028113,Mr. Michael Stewart,mstewart60@cps.edu,773-433-3530,773-769-3229,,,1643 W Bryn Mawr AVE  Chicago IL 60660 1643 W 5600 N 41.98343 -87.6712,1643 W BRYN MAWR AVE  Chicago IL 60660 1643 W 5600 N 41.9834 -87.6712,40,40th Ward,32,7:45 AM-3:30 PM,,6850,Network 2,150162990AVAV00,,,Day,Network 2,EDGEWATER,North Lakefront,District 2b,Citywide,Debby Pope,Debby Pope,,,1643,W,5600,N,41.98343,-87.6712,1643,W,5600,N,41.9834,-87.6712,S.CommunitityBasedOrganizationIndicator,08,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
603,1165,400061,299,15-016-2990-25,Chicago Public Schools District 299,PERSPECTIVES - LEADERSHIP HS,Perspectives - Leadership Academy,PERSPECTIVES_-_LEADERSHIP_HS,Charter,Charter,Open,2004-09-01,,Small,High,"6,7,8,9,10,11,12","6,7,8,9,10,11,12",,Eron Powell,15016299025051C,66052,,Perspectives Chtr - Leadership Acad,http://www.pcsedu.org,,,30,E,8522,S,-87.6256,41.73923,,,8522,S,LAFAYETTE,AVE,,Chicago,IL,60620-1308,N,N,,170993006437,C100007507,Eron Powell,epowell@pcsedu.org,773-358-6100,773-358-6199,,,8522 S LAFAYETTE AVE  Chicago IL 60620-1308 30 E 8522 S 41.73923 -87.6256,8522 S LAFAYETTE AVE  Chicago IL 60620-1308 30 E 8522 S 41.7392330025461 -87.6256838706095,21,21st Ward,45,8:00 AM-3:20 PM,,1961,Network 16,150162990AJAJ02,,Non,Day,Network 11,CHATHAM,South Side,District 10b,Citywide,,Vacant,,,30,E,8522,S,41.73923,-87.6256,30,E,8522,S,41.7392330025461,-87.6256838706095,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
604,1165,400062,299,15-016-2990-25,Chicago Public Schools District 299,PERSPECTIVES - TECH HS,Perspectives - High School of Technology,PERSPECTIVES_-_TECH_HS,Charter,Charter,Open,2004-09-01,,Small,High,"9,10,11,12","9,10,11,12",,Eron Powell,15016299025052C,66053,,Perspectives Chtr - High School of Technology,https://www.pcsedu.org,,,30,E,8522,S,-87.6256,41.73923,,,8522,S,LAFAYETTE,AVE,,Chicago,IL,60620-1308,N,N,,170993006441,C100007507,Eron Powell,epowell@pcsedu.org,773-358-6120,773-358-6129,,,8522 S LAFAYETTE AVE  Chicago IL 60620-1308 30 E 8522 S 41.73923 -87.6256,8522 S LAFAYETTE AVE  Chicago IL 60620-1308 30 E 8522 S 41.7392330025461 -87.6256838706095,21,21st Ward,45,8:00 AM-3:20 PM,,1962,Network 16,150162990AJAJ04,,Non,Day,Network 11,CHATHAM,South Side,District 10b,Citywide,,Vacant,,,30,E,8522,S,41.73923,-87.6256,30,E,8522,S,41.7392330025461,-87.6256838706095,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
606,624,400066,299,15-016-2990-25,Chicago Public Schools District 299,PERSPECTIVES - MATH & SCI HS,Perspectives - Math and Science Academy,PERSPECTIVES_-_MATH_&_SCI_HS,Charter,Charter,Open,2008-07-01,,General Curriculum,High,"6,7,8,9,10,11,12","6,7,8,9,10,11,12",,TyNeisha Banks,15016299025053C,66056,Perspectives Charter - IIT Math & Science Academy,Perspectives Chtr -  IIT Campus,https://www.pcsedu.org,,,45,E,3663,S,-87.6249,41.8278,,,3663,S,Wabash,AVE,,Chicago,IL,60653,N,N,,170993006514,C200003858,TyNeisha Banks,tbanks@pcsedu.org,773-358-6800,773-358-6055,,,3663 S Wabash AVE  Chicago IL 60653 45 E 3663 S 41.8278 -87.6249,3663 S WABASH AVE  Chicago IL 60653 45 E 3663 S 41.8278 -87.6248,3,3rd Ward,39,8:00 AM-3:20 PM,,1964,Network 17,150162990AJAJ05,,Non,Day,Network 9,DOUGLAS,Bronzeville / South Lakefront,District 6b,Citywide,Jessica Biggs,Jessica Biggs,,,45,E,3663,S,41.8278,-87.6249,45,E,3663,S,41.8278,-87.6248,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
608,826,400068,299,15-016-2990-25,Chicago Public Schools District 299,PLATO,Plato Learning Academy,PLATO,Contract,Contract,Closed,2008-07-01,2025-06-30,General Curriculum,Elementary,"K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",,Ms. Yolanda Banks,150162990252951,63021,Plato Learning Academy,Plato Learning Acad  Elem School,http://www.platolearningacademy.org,,,5545,W,600,S,-87.7633,41.87282,,,5545,W,Harrison,ST,,Chicago,IL,60644,N,N,,170993005980,C100009951,Ms. Yolanda Banks,YBanks@aqs.org,773-413-3090,773-673-5105,,,5545 W Harrison ST  Chicago IL 60644 5545 W 600 S 41.87282 -87.7633,5545 W HARRISON ST  Chicago IL 60644 5545 W 600 S 41.8728 -87.7633,29,29th Ward,36,8:00 am-3:30 pm,,2045,Network 3,,,,Day,Network 3,AUSTIN,West Side,District 5a,Citywide,Jitu Brown,Jitu Brown,,,5545,W,600,S,41.87282,-87.7633,5545,W,600,S,41.8728,-87.7633,S.CommunitityBasedOrganizationIndicator,08,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
611,321,400071,299,15-016-2990-25,Chicago Public Schools District 299,PROVIDENCE ENGLEWOOD,Providence Englewood Charter School,PROVIDENCE_ENGLEWOOD,Charter,Charter,Open,2006-08-21,,General Curriculum,Elementary,"K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",,Shauna Bellen,15016299025224C,66471,,Providence-Englewood Elem Charter,https://providenceenglewood.org,,,1600,W,6515,S,-87.6641,41.77535,,,6515,S,Ashland,AVE,,Chicago,IL,60636,N,N,,170993005885,C200005574,Shauna Bellen,bellens@pecs.k12.il.us,773-434-0202,773-434-0196,,,6515 S Ashland AVE  Chicago IL 60636 1600 W 6515 S 41.77535 -87.6641,6515 S ASHLAND AVE  Chicago IL 60636 1600 W 6515 S 41.7754 -87.664,16,16th Ward,43,7:30 am-3:10 pm,,6700,Network 11,150162990BCBC00,,,Day,Network 11,WEST ENGLEWOOD,South Side,District 9a,Citywide,Dr. Angel L. Velez,Dr. Angel L. Velez,,,1600,W,6515,S,41.77535,-87.6641,1600,W,6515,S,41.7754,-87.664,S.CommunitityBasedOrganizationIndicator,08,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
615,547,400075,299,15-016-2990-25,Chicago Public Schools District 299,U OF C - DONOGHUE,University of Chicago - Donoghue,U_OF_C_-_DONOGHUE,Charter,Charter,Open,2004-09-01,,Small,Elementary,"K,1,2,3,4,5","K,1,2,3,4,5",,Shamilya Woods,15016299025281C,66321,University of Chicago Charter School - Donoghue Campus,Univ of Chicago Chtr-Donoghue,https://www.uchicagocharter.org,,,707,E,3700,S,-87.6085,41.82779,,,707,E,37th,ST,,Chicago,IL,60653,N,N,,170993006495,C200022002,Shamilya Woods,swoods@uchicagocharter.org,773-285-5301,773-285-2088,,,707 E 37th ST  Chicago IL 60653 707 E 3700 S 41.82779 -87.6085,707 E 37TH ST  Chicago IL 60653 707 E 3700 S 41.8278 -87.6085,4,4th Ward,39,8:15AM-3:30 PM,,2600,Network 9,150162990AGAG02,,,Day,Network 9,OAKLAND,Bronzeville / South Lakefront,District 10a,Attendance-Area,Che Smith,Che Smith,,,707,E,3700,S,41.82779,-87.6085,707,E,3700,S,41.8278,-87.6085,S.CommunitityBasedOrganizationIndicator,05,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
622,748,400082,299,15-016-2990-25,Chicago Public Schools District 299,ACERO - FUENTES,Acero Charter Schools - Carlos Fuentes,ACERO_-_FUENTES,Charter,Charter,Open,2004-09-01,,Small,Elementary,"K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",,Ms. Anna Fink,15016299025261C,66393,UNO Charter School - Carlos Fuentes Campus,Acero Chtr Sch Network - Carlos Fuentes Campus,http://cf.aceroschools.org,,,2845,W,3100,N,-87.6996,41.93753,,,2845,W,Barry,AVE,,Chicago,IL,60618,N,N,,170993006481,C200008424,Ms. Anna Fink,afink02@aceroschools.org,773-279-9826,773-279-9852,,,2845 W Barry AVE  Chicago IL 60618 2845 W 3100 N 41.93753 -87.6996,2845 W BARRY AVE  Chicago IL 60618 2845 W 3100 N 41.9375 -87.6996,35,35th Ward,31,8:00 am-3:00 pm,,3342,Network 4,150162990AIAI04,,,Day,Network 4,AVONDALE,Northwest Side,District 3a,Attendance-Area,Norma Rios-Sierra,Norma Rios-Sierra,,,2845,W,3100,N,41.93753,-87.6996,2845,W,3100,N,41.9375,-87.6996,S.CommunitityBasedOrganizationIndicator,08,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
623,742,400083,299,15-016-2990-25,Chicago Public Schools District 299,ACERO - PAZ,Acero Charter Schools - Octavio Paz Campus,ACERO_-_PAZ,Charter,Charter,Closed,2004-09-01,2025-06-30,Small,Elementary,"K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",,Ms. Megan Byrnes,15016299025259C,66131,UNO Charter School - Octavio Paz Campus,Acero Chtr Sch Network - Octavio Paz Campus,http://op.aceroschools.org,,,2651,W,2230,S,-87.6925,41.85009,,,2651,W,23rd,ST,,Chicago,IL,60608,N,N,,170993006482,C200035947,Ms. Megan Byrnes,mbyrnes@aceroschools.org,773-890-1054,773-890-1069,,,2651 W 23rd ST  Chicago IL 60608 2651 W 2230 S 41.85009 -87.6925,2651 W 23RD ST  Chicago IL 60608 2651 W 2300 S 41.8501 -87.6926,25,25th Ward,37,8:00 am-3:00 pm,,5810,Network 7,150162990AIAI01,,,Day,Network 7,SOUTH LAWNDALE,Pilsen / Little Village,District 7a,Citywide,Emma Lozano,Emma Lozano,,,2651,W,2230,S,41.85009,-87.6925,2651,W,2300,S,41.8501,-87.6926,S.CommunitityBasedOrganizationIndicator,08,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
625,818,400085,299,15-016-2990-25,Chicago Public Schools District 299,ACERO - GARCIA HS,Acero Charter Schools - Major Hector P. Garcia MD,ACERO_-_GARCIA_HS,Charter,Charter,Open,2008-07-01,,General Curriculum,High,"9,10,11,12","9,10,11,12",,Ms. Eleanor McCree,15016299025085C,66394,UNO Charter School - Major Hector P. Garcia MD Campus,Acero Chtr Sch Network -  Major Hector P Garcia MD,http://hg.aceroschools.org,,,4248,W,4700,S,-87.7304,41.80781,,,4248,W,47th,ST,,Chicago,IL,60632,N,N,,170993006467,C100011765,Ms. Eleanor McCree,emccree@aceroschools.org,773-579-3480,773-376-5785,,,4248 W 47th ST  Chicago IL 60632 4248 W 4700 S 41.80781 -87.7304,4248 W 47TH ST FL 3 Chicago IL 60632 4248 W 4700 S 41.8078 -87.7304,14,14th Ward,44,8:00 AM-3:00 PM,,3343,Network 15,150162990AIAI09,,Non,Day,Network 8,ARCHER HEIGHTS,Greater Midway,District 7b,Citywide,Yesenia Lopez,Yesenia Lopez,,,4248,W,4700,S,41.80781,-87.7304,4248,W,4700,S,41.8078,-87.7304,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
626,548,400086,299,15-016-2990-25,Chicago Public Schools District 299,URBAN PREP - ENGLEWOOD HS,Urban Prep Academy for Young Men - Englewood,URBAN_PREP_-_ENGLEWOOD_HS,Charter,Charter,Open,2006-09-01,,General Curriculum,High,"9,10,11,12","9,10,11,12",,Ronald Bryant,15016299025010C,66441,Urban Prep Academy for Young Men Charter School-Englewood Campus,Urban Prep Chtr Acad Englewood HS,https://urbanprep.org,,,400,W,6201,S,-87.6351,41.78144,,,6201,S,Stewart,AVE,,Chicago,IL,60621,N,N,,170993005884,C100000295,Ronald Bryant,rbryant@urbanprep.org,773-535-9724,773-535-0012,,,6201 S Stewart AVE  Chicago IL 60621 400 W 6201 S 41.78144 -87.6351,6201 S STEWART AVE  Chicago IL 60621 400 W 6201 S 41.7815 -87.635,20,20th Ward,45,8:30 AM-4:00 PM,,7030,Network 16,150162990BABA00,,Non,Day,Network 11,ENGLEWOOD,South Side,District 6b,Citywide,Jessica Biggs,Jessica Biggs,,,400,W,6201,S,41.78144,-87.6351,400,W,6201,S,41.7815,-87.635,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
628,819,400089,299,15-016-2990-25,Chicago Public Schools District 299,ACERO - MARQUEZ,Acero Charter Schools - Officer Donald J. Marquez,ACERO_-_MARQUEZ,Charter,Charter,Open,2004-09-01,,Small,Elementary,"K,1,2,3,4,5,6,7,8","K,1,2,3,4,5,6,7,8",,Dr. Ariel Correa,15016299025263C,66397,UNO Charter School- Officer Donald Marquez Campus,Acero Chtr Sch Network - Officer Donald J Marquez,http://dm.aceroschools.org,,,2916,W,4700,S,-87.6974,41.80825,,,2916,W,47th,ST,,Chicago,IL,60632,N,N,,170993006497,C200018307,Dr. Ariel Correa,acorrea@aceroschools.org,773-321-2200,773-321-2250,,,2916 W 47th ST  Chicago IL 60632 2916 W 4700 S 41.80825 -87.6974,2916 W 47TH ST  Chicago IL 60632 2916 W 4700 S 41.8083 -87.6974,12,12th Ward,39,8:00 am-3:00 pm,,3346,Network 8,150162990AIAI06,,,Day,Network 8,BRIGHTON PARK,Greater Stockyards,District 7b,Citywide,Yesenia Lopez,Yesenia Lopez,,,2916,W,4700,S,41.80825,-87.6974,2916,W,4700,S,41.8083,-87.6974,S.CommunitityBasedOrganizationIndicator,08,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
630,239,400091,299,15-016-2990-25,Chicago Public Schools District 299,CHICAGO TECH HS,Chicago Technology Academy High School,CHICAGO_TECH_HS,Contract,Contract,Open,2009-07-01,,General Curriculum,High,"9,10,11,12","9,10,11,12",,Ms. Zataya Shackelford,150162990250850,63091,Chicago Tech Academy High School,Chicago Technology Academy HS,https://chitech.org,,,1301,W,1400,S,-87.6591,41.86336,,,1301,W,14th,ST,,Chicago,IL,60608,N,N,,170993006076,C200040591,Ms. Zataya Shackelford,zshackelford@chicagotechacademy.org,773-534-7755,773-534-7757,,,1301 W 14th ST  Chicago IL 60608 1301 W 1400 S 41.86336 -87.6591,1301 W 14TH ST  Chicago IL 60608 1301 W 1400 S 41.8633 -87.6591,28,28th Ward,38,8:50 AM-3:48 PM,,8022,Network 15,,,Non,Day,Network 6,NEAR WEST SIDE,Near West Side,District 7a,Citywide,Emma Lozano,Emma Lozano,,,1301,W,1400,S,41.86336,-87.6591,1301,W,1400,S,41.8633,-87.6591,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
633,453,400094,299,15-016-2990-25,Chicago Public Schools District 299,EPIC HS,EPIC Academy Charter High School,EPIC_HS,Charter,Charter,Open,2009-07-01,,General Curriculum,High,"9,10,11,12","9,10,11,12",,Dr. Kyla Mathews,15016299025015C,63081,EPIC Academy,EPIC Academy High School,http://www.epicacademy.org,,,3032,E,8255,S,-87.5503,41.74488,,,8255,S,Houston,AVE,,Chicago,IL,60617,N,N,,170993006088,C200028467,Dr. Kyla Mathews,kmathews@epicacademy.org,773-535-7930,773-553-7934,,,8255 S Houston AVE  Chicago IL 60617 3032 E 8255 S 41.74488 -87.5503,8255 S HOUSTON AVE  Chicago IL 60617 3032 E 8255 S 41.7448 -87.5503,7,7th Ward,47,MTThF 8AM- 3PM; Wed 8AM-1PM,,8058,Network 17,150162990BMBM00,,Non,Day,Network 12,SOUTH CHICAGO,Greater Stony Island,District 10a,Citywide,Che Smith,Che Smith,,,3032,E,8255,S,41.74488,-87.5503,3032,E,8255,S,41.7448,-87.5503,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
642,1093,400104,299,15-016-2990-25,Chicago Public Schools District 299,INSTITUTO - HEALTH,Instituto Health Sciences Career Academy,INSTITUTO_-_HEALTH,Charter,Charter,Open,2010-07-01,,General Curriculum,High,"9,10,11,12","9,10,11,12",,Alberto Mendez,15016299025012C,63131,Instituto Health Sciences Career Academy,IHSCA Charter High School,https://www.ihsca.org/,,,2400,W,2520,S,-87.6855,41.84595,,,2520,S,Western,AVE,,Chicago,IL,60608,N,N,,170993006103,C100007094,Alberto Mendez,a.mendez@idpl.org,773-890-8020,773-376-8573,,,2520 S Western AVE  Chicago IL 60608 2400 W 2520 S 41.84595 -87.6855,2520 S WESTERN AVE  Chicago IL 60608 2400 W 2520 S 41.846 -87.6855,25,25th Ward,37,8:00 AM -3:00 PM,,8026,Network 16,150162990BOBO00,,Non,Day,Network 7,LOWER WEST SIDE,Pilsen / Little Village,District 7a,Citywide,Emma Lozano,Emma Lozano,,,2400,W,2520,S,41.84595,-87.6855,2400,W,2520,S,41.846,-87.6855,S.CommunitityBasedOrganizationIndicator,12,false,2026-04-29 18:28:34.450659,2026-05-01 04:17:28.514281
